0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
0.7499999999999999	4	 But it must be clear on what we predicted .	 But it is very important to be clear on what we predicted .	0.6666666666666666
0.7777777777777778	5	 They are hampering the markets when they can find their interest .	 They hinder the markets when they find it in their interest .	1.75
0.8421052631578948	4	 For Walter Mischel , the intelligence likes largely of the self-control .	 For Walter Mischel , intelligence depends largely on self-control .	1.6666666666666667
0.9777777777777777	2	 Any good scientific thought is able to recognise the limits , but the prophets of rational expectations generally have shown little modesty .	 Any good scientific thought is able to recognise it 's limits , but the prophets of rational expectations generally have shown little modesty .	0.0
0.8780487804878048	10	 If you want to educate citizens informed and able to think for themselves , which is essential to the functioning of democracy , our schools need to stop running after the latest forms and begin to develop the skills of analysis of pupils .	 If we want to create citizens who are well informed and able to think for themselves , which is essential to the functioning of a democracy , our schools need to stop running after the latest styles in courses and begin to develop the analytical skills of the pupils .	3.909090909090909
0.5	10	 It is not defeated summit , but departure of the valley , fascinating escalation , painful falls , in the night cold or the heat of the brilliant sun .	 It is not a summit climbed , but the beginning of a valley , fascinating climbds , painful falls , in the cold of the night or the heat of the brilliant sun .	2.2222222222222223
0.6774193548387096	9	 Hamburg / Berlin - the latest knowledge in a raid on Kunduz , the opposition believes that the defence minister Karl-Theodor zu Guttenberg -LRB- CSU -RRB- is guilty of deliberate deception .	 Hamburg / Berlin - According to the latest RAID information about Kunduz , the opposition believes that Defence minister Karl-Theodor zu Guttenberg -LRB- CSU -RRB- is guilty of deliberate deception .	1.75
0.7727272727272727	3	 Christopher Maurice Brown -LRB- born on 5 May 1989 -RRB- known as Chris Brown , is a pop/R & B singer American .	 Christopher Maurice Brown -LRB- born on 5 May 1989 -RRB- known as Chris Brown , is an American pop/R & B singer .	2.5
0.875	1	 Create a world so integrated may sound optimistic , even idealistic , but rarely naive .	 Create a world as integrated may sound optimistic , even idealistic , but rarely naive .	0.0
0.4000000000000001	3	 in 2007 , the Bolufer case had been scandal .	 In 2007 , the Bolufer case became a scandal .	3.5
1.0	1	 `` Paul Gadd was not present ' .	 `` Paul Gadd was not present '' .	0.0
0.8571428571428571	5	 But especially the dopamine plays on our inclination to find of the sense in things .	 But , above all , dopamine plays on our inclination to find the sense in things .	2.25
0.9259259259259259	7	 The main stream of Los Angeles is Los Angeles River , a small river which takes his source in the valley of San Fernando and crosses the city to the ocean .	 The main stretch of water in Los Angeles is Los Angeles River , a small river which takes its source in the San Fernando Valley and crosses the city to the ocean .	4.0
0.7727272727272727	10	 In fact , the debate today is no longer on the measures , but on the quantity of measures to take and how quickly .	 In fact , the debate today is no longer about what to do , but the extent of actions to take and how quickly they are taken .	2.0
0.6984126984126984	10	 Worried about the wine tradition a vintage '' Collection of the Castle in red is specially converted into wine with the oldest vineyards and after a cuvaison long it is raised in barrels of oak .	 Worried about the wine-making tradition , a `` Collection of the Castle '' red vintage is specially converted into wine with the oldest vines and after a long period of fermentation it is matured in oak barrels .	2.2142857142857144
0.6470588235294118	10	 It is necessary to understand that it is him to you who read this text and what it is the same you somewhere in the future which will be influenced by various desires and ideas , one you in the other capacities , using the other palettes of intellectual functions to paint the reality	 It is should be understood that it is the you who is reading this text and that it is the same you , somewhere in the future , who will be influenced by various desires and ideas , a you in other moods , using other palettes of intellectual functions to paint the reality .	3.6666666666666665
